Site_Num,STAID,STANAME,Q_Avg,Q100,Q710,record_length,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,LAT_CENT,DRAIN_SQKM,LAT_GAGE,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAX_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,FLOWYRS_1900_2009,FLOWYRS_1950_2009,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,PERDUN,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,FRESHW_WITHDRAWAL,FRAGUN_BASIN,FORESTNLCD06,DECIDNLCD06,PDEN_2000_BLOCK,NUTR_ECO_SITE,ECO2_BAS_DOM,ECO3_BAS_DOM,ECO3_BAS_PCT,HLR_BAS_PCT_100M,PNV_BAS_DOM,PNV_BAS_PCT,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MEDIAN_M_BASIN,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES
121,3013000,CONEWANGO CREEK AT WATERBORO NY,539.2504628,9335.5,27.55021175,56,18,1.79,42.283282,747.7,42.170893,116.46,115.13,7.63,7.4,13.37,13.8,68,67,274.2,140,271,144,159,158,18,10.3,18,10,588,28.1,0.091,8.01,6.39,8.32,8.98,9.18,11.9,10.86,10.86,11.74,9.81,10.6,9.98,6.39,12.3,17.28,19.63,18.74,15.06,9.27,55,44,0.56,2.69,42.6,2.4,11.98,89.2,684,25.2,16,36.1,102.8,92.4,59.4,35.2,24.8,30.3,38.2,58.3,44.6,563.4,72.8,56.2,47.55,41.26,16.04,7,8.1,61,96.5,33.3,45,41.9,0.14,2.33,1.33,3.72,3.04,52.12,70.78,49.91,65.31,18.19,57.5,24.31,0.29,108.34,468.4,664,461,0.306,0.28,5.4,9.8
122,4213500,CATTARAUGUS CR AT GOWANDA NY,770.1737279,39690.2,70.11279252,77,18,1.11,42.460198,1128.8,42.46395,111.24,100.36,7.08,8.9,13.11,14.6,67.3,69,265.3,145.8,282,129,156,134,17.2,10.5,15,8,570.5,29.4,0.102,7.32,6,7.8,8.51,9.05,11.94,10.43,10.22,11.57,9.35,9.99,9.22,6.2,12.21,17.2,19.46,18.58,14.86,9.03,66,57,0.71,1.6,36.7,2.3,11.11,132.9,607.6,21.8,13,28.5,98.5,99.9,64.9,38.3,26.5,31.2,38.1,57.2,40.2,558.1,75.9,54.1,54.22,40.89,24.83,7,8.1,60,88.4,44.2,45,41.8,0.13,2.32,1.35,1.91,3.03,52.46,71.77,51.77,66.72,19.72,57.06,23.22,0.3,98.64,491.8,708,500,0.552,0.569,6.9,275.6
123,4214500,BUFFALO CREEK AT GARDENVILLE NY,208.7577462,13368.8,5.043554461,79,14,1.18,42.725246,368.4,42.854781,106.93,103.96,7.62,8.7,13.18,13.6,68.1,72,271.2,138.7,289,121,155.1,151,17.5,10.1,18,9,594,29.8,0.086,7.56,5.97,7.54,8.23,8.37,11.5,8.87,9.92,11.23,8.85,9.64,9.23,6.48,12.59,17.72,20.09,19.18,15.38,9.56,71,60,1.06,1.84,35,1.4,11.68,229.4,578.8,22,14.2,33.2,100.1,86.8,53,30.4,20.6,23.1,28.1,48.4,38.4,498.4,223.9,67.9,40.58,30.41,57.84,7,8.1,83,75.5,52,45,59.4,0.13,2.06,1.36,1.81,2.88,51.61,72.5,53.19,67.76,19.88,57.79,22.33,0.32,92.47,375.6,563,394,0.505,0.554,3.9,309
124,4215000,CAYUGA CREEK NR LANCASTER NY,140.1444712,13705.5,0.595384,78,14,1.24,42.828901,248,42.890059,101.57,101.24,7.87,8.6,13.22,13.5,68.9,71,276.4,133.4,286,124,151.5,151,16.8,9.7,17,9,605,29.2,0.093,7.07,5.59,7.11,7.91,8.05,10.95,8.64,9.29,10.96,8.47,9.06,8.4,6.6,12.76,17.92,20.3,19.36,15.54,9.75,65,54,1.11,1.49,35.5,1.5,12.1,288.9,569.2,21.5,14.3,34.1,97.4,80,47.7,26.9,18.2,19.5,24.9,43.7,36.4,464.6,172.6,68.2,40.67,34.95,52.85,7,8.1,83,98.4,50.4,45,57.9,0.13,2.26,1.37,1.91,2.68,52.39,71.87,52.77,67.15,21.31,56.41,22.27,0.32,86.77,338.9,551,334,0.387,0.373,3.1,300.4
125,4215500,CAZENOVIA CREEK AT EBENEZER NY,242.846331,16578.6,5.865200628,76,19,1.32,42.681232,350.7,42.829781,114.89,104.15,7.53,8.8,13.14,13.7,68.2,72,270.6,138.4,288,122,161.8,150,18.8,10,17,9,590,30.2,0.078,8.37,6.45,8.32,8.86,8.75,11.5,9.78,10.38,11.95,9.49,10.78,10.22,6.33,12.4,17.5,19.91,19.03,15.25,9.43,69,60,0.96,1.95,35.3,1.4,11.5,226.1,580.3,24.6,15.5,34.1,105.9,101.3,61.3,35.3,24.5,27.9,35.1,57.9,44,567.3,380.3,51.3,57.72,47.67,111.78,7,8.1,83,85.9,85,45,76.7,0.14,1.51,1.35,2.04,2.8,49.49,72.85,54.17,67.82,21.38,58,20.63,0.31,101.67,386.9,591,397,0.498,0.523,4.9,323.8
126,4216418,TONAWANDA CREEK AT ATTICA NY,119.107373,8575,5.519913441,41,10,1.43,42.751462,196.5,42.863949,105.96,97.03,6.9,8.1,12.77,13.7,67.8,68,269.3,139,278,131,153,145,16.5,10.5,15,10,570.3,29.5,0.103,7.12,5.69,7.44,8.25,8.72,11.47,9.78,9.62,11.32,9.03,9.24,8.4,6.23,12.39,17.52,19.74,18.77,15.03,9.19,32,32,1.11,1.51,36.7,1.5,11.49,107.5,305.2,19.9,11.6,26.2,96.8,97.1,62.2,36.3,24.6,27.7,34.9,52.5,36.5,526.2,5.5,61.9,44.28,31.99,23.7,7,8.1,60,62.9,88.7,45,53.3,0.13,2,1.35,1.91,3.05,51.77,71.21,51.32,65.9,19.08,58.4,22.52,0.29,88.81,468.3,638,474,0.511,0.527,5.6,313.4
127,4216500,LITTLE TONAWANDA CREEK AT LINDEN NY,27.3665681,3034.6,0.265834525,86,7,1.88,42.827637,62.6,42.877005,101.21,98.84,7.32,7.9,12.93,13.5,68.4,68,273.5,135.5,277,132,149.3,145,16,10,15,10,585.6,26.6,0.114,6.59,5.28,7.1,8.07,8.56,11.09,9.55,9.47,10.79,8.58,8.57,7.65,6.38,12.56,17.75,19.98,18.98,15.17,9.35,70,34,0.83,1.29,41.7,1.3,10.96,160.1,300.1,18.2,11.7,29.4,89,74.6,48.8,27.6,18.4,20.9,28.5,42.3,32.1,441.5,5.7,59.8,45.48,36.65,9.18,7,8.1,83,74.2,70.7,45,66.2,0.14,1.21,1.39,1.96,2.93,50.59,70.54,51.35,65.21,20.16,58.52,21.33,0.3,84.48,437.7,556,445,0.481,0.513,6.4,26.4
128,4217000,TONAWANDA CREEK AT BATAVIA NY,222.2159188,7853.7,4.82294855,74,17,1.05,42.828793,443.3,42.99756,101.08,90.76,7.51,8.8,13.13,13.9,68.1,69,274.2,134.7,283,126,148.2,138,15.7,10,14,9,593.3,27.5,0.11,6.63,5.34,7.05,8.05,8.47,11.03,9.32,9.42,10.9,8.53,8.59,7.81,6.52,12.7,17.91,20.17,19.18,15.34,9.52,65,60,1.04,1.94,38.8,1.5,11.81,149.1,300.2,17.8,11.2,27.9,87.3,77.9,50.2,28.9,19.6,21.7,27.9,42.3,31.5,444.3,7.1,69.3,35.9,27.74,39.18,7,8.1,83,68.5,65.4,45,42.4,0.13,1.94,1.38,1.94,2.8,52.91,73.21,53.32,68.41,21.14,55.99,22.88,0.31,84.28,405.3,638,405,0.371,0.37,4.6,324
129,4217500,TONAWANDA CREEK NEAR ALABAMA NY,285.7874859,7833.3,10.61252103,34,14,0.87,42.872505,588.3,43.09117,98.98,93.71,7.8,8.8,13.31,13.8,68.4,70,276.3,132.8,286,126,146.4,142,15.5,9.7,15,9,604.1,27,0.113,6.4,5.19,6.89,7.99,8.39,10.78,9.08,9.31,10.72,8.32,8.33,7.6,6.69,12.89,18.14,20.41,19.43,15.55,9.72,34,34,0.97,2.17,38.6,1.5,12.13,285.8,298,16.3,10.7,27.9,81.9,69.8,44.7,25.7,17.6,18.9,23.9,36.8,28.5,402.6,7.9,70.7,32.75,25.54,47.94,7,8.1,83,75.8,49.4,39,47.9,0.14,1.76,1.38,2.36,2.55,53.26,76.16,56.18,71.71,21.83,55.79,22.38,0.33,82.42,370.4,638,342,0.41,0.348,3.7,320
130,4218518,ELLICOTT CREEK BELOW WILLIAMSVILLE NY,140.5900556,5852.6,7.677127461,45,16,0.76,42.926593,220.3,42.977836,97.82,99.92,8.38,8.8,13.55,13.6,70,72,282.7,127.3,290,120,148.1,150,16.5,9.3,18,9,625.9,27.8,0.089,6.7,5.41,6.93,7.72,7.96,10.26,8.28,9.08,10.4,8.06,8.74,8.16,6.91,13.13,18.4,20.91,19.96,16.04,10.17,37,37,0.89,1.81,35.7,1.5,12.65,736.6,298.3,19.4,14.3,35.8,87.8,63.9,37.4,21.1,14.1,14,17.5,33.3,31.4,390.1,229.7,67.4,31.88,28.44,146.98,7,8.1,83,100,35.7,39,56,0.15,1.83,1.37,2.28,1.93,50.6,81.1,60.99,77.45,25.76,52.61,21.63,0.36,82.44,263.5,436,255,0.329,0.296,1,296
131,4221000,GENESEE RIVER AT WELLSVILLE NY,400.8389585,28931.9,17.48552578,49,9,1.6,42.042344,750.9,42.12229,99.81,92.09,6.89,6.8,13.06,13.8,67,67,263.3,145.1,262,148,138.9,126,14.3,10,13,9,558.7,27.5,0.127,6.31,5.46,7.12,7.72,9.03,12.24,9.88,9.06,9.86,8.09,8.1,6.92,6.33,12.33,16.89,19.08,18.26,14.54,8.79,40,40,0.53,1.24,36.2,2,11.15,97.6,438.2,14,9.2,25.7,81,73.6,51.8,30.2,19.8,21,25.5,38.6,25.1,415.5,6.1,54.5,54.18,43.01,16.96,7,8.1,60,75.8,88.4,50,100,0.11,1.47,1.4,1.54,3.47,52.79,63.68,41,57.57,13.2,57.96,28.84,0.25,83.19,629.8,780,643,0.547,0.587,10.9,242.7
132,4221500,GENESEE RIVER AT SCIO NY,382.1804332,35058.7,13.38198593,56,14,1.62,42.046718,799.5,42.163957,99.74,90.19,6.89,6.8,13.07,13.8,67,67,263.2,145.3,262,148,138.5,129,14.2,9.9,13,9,558.6,27.4,0.128,6.28,5.43,7.11,7.73,9.01,12.25,9.89,9.06,9.87,8.1,8.09,6.91,6.33,12.33,16.9,19.09,18.26,14.54,8.8,56,23,0.53,1.25,36.3,2,11.14,95,438.3,13.9,9.2,25.6,80.8,73.2,51.5,30.1,19.7,20.9,25.3,38.3,25,413.6,5.9,54.3,54.38,42.63,18.98,7,8.1,60,76.6,88.8,50,100,0.11,1.52,1.4,1.56,3.44,52.82,63.65,41.01,57.57,13.22,57.95,28.83,0.25,83.2,626.5,780,641,0.551,0.594,10.9,249.9
133,4224775,CANASERAGA CREEK ABOVE DANSVILLE NY,101.6662364,9287.2,7.434108643,44,8,2.1,42.482179,231.8,42.535623,92.28,83.56,7.19,8.2,13,14.6,67.1,66,271.1,139.8,280,134,138.8,138,13.6,10,13,9,573.4,25.3,0.147,5.16,4.68,6.12,7.56,8.27,11.19,8.95,8.78,9.76,7.93,7.58,6.25,6.4,12.57,17.54,19.83,18.87,15.11,9.22,35,35,0.65,2.41,37.7,1.5,10.94,83.3,437.2,12.4,8.2,23.7,70.4,55.1,37.4,21.7,14.1,15.6,19.6,28.1,21.2,327.6,6.9,40.1,63.84,47.42,8.78,7,8.1,60,74.1,78.4,50,97.3,0.13,2.12,1.33,2.08,3.07,49.13,68.17,48.23,62.14,18.44,58.7,22.86,0.27,76.5,497.9,653,512,0.64,0.673,10.2,59.9
134,4225000,CANASERAGA CREEK NEAR DANSVILLE NY,153.1202831,11336.5,13.76304044,61,14,1.23,42.499324,402.6,42.560067,91.28,81.98,7.2,8.2,12.92,14.9,67.2,66,272,139.2,280,134,137.7,138,13.4,9.9,13,9,575,25.1,0.152,4.96,4.68,5.92,7.54,8.2,10.92,8.87,8.87,9.88,8.03,7.5,6.09,6.38,12.55,17.56,19.9,18.95,15.13,9.23,57,25,0.67,1.3,38.8,1.5,10.94,90.8,435,12.2,8.1,22.9,69,55,37.6,21.7,14.1,15.5,20.2,28.5,21,325.7,14.1,51.5,53.06,37.65,17.1,7,8.1,60,78.1,85.9,50,92.6,0.13,2.17,1.33,2.47,3.1,51.1,68.92,48.72,63.12,17.74,58.86,23.4,0.27,75.27,492.5,653,509,0.647,0.684,9.3,358.9
135,4227500,GENESEE RIVER NEAR MOUNT MORRIS NY,1723.893411,58531.8,81.25657003,114,19,0.99,42.369861,3692.1,42.766729,96.87,84.69,7.01,8.7,13.18,14.5,67,69,267,142.5,283,125,139.4,123,14,9.9,12,9,567.4,25.7,0.137,5.74,4.94,6.71,7.78,8.57,11.5,9.5,9.16,10.05,8.2,7.98,6.74,6.42,12.5,17.36,19.62,18.69,14.95,9.12,99,60,0.72,1.84,37.5,1.8,11.15,175.2,436.8,13.8,8.9,24.4,75.2,63.8,44,26,17.1,18.9,23.3,34.8,24.4,374.6,6.2,55.3,51,36.92,19.04,7,8.1,60,70.8,61.2,50,96.7,0.13,1.88,1.35,2.09,3.06,51.83,69.48,48.79,63.92,17.64,58.08,24.29,0.28,80.04,513.9,780,532,0.567,0.596,8,28.3
136,4227995,"Conesus Creek near Lakeville, NY",58.7878,1398.3,1.849597362,37,18,2.13,42.738254,186.6,42.85389,89.23,86.03,7.8,8.4,13.38,13.9,68.8,69,274.9,132.8,278,129,132.8,127,12.6,9.4,12,9,602.4,23,0.153,4.79,4.24,6.01,7.51,8.22,10.09,8.74,8.78,9.73,7.91,7.47,5.85,6.74,12.95,18.14,20.56,19.58,15.69,9.79,13,13,0.99,1.11,47.6,1.9,11.81,156.3,352,11.3,8.5,23.6,60.2,43.9,29.5,17.3,11.8,12.5,15.9,23,18.5,276.1,7,69.2,33.09,26.49,43.57,7,8.1,83,99.3,76.7,39,38.7,0.14,1.25,1.44,1.95,3.07,55.47,70.89,50.25,65.84,19.88,56.25,23.87,0.3,71.73,361.1,626,353,0.305,0.283,5.7,305.9
137,4228500,GENESEE RIVER AT AVON NY,2019.728378,15907.6,105.7957616,62,19,0.99,42.436658,4343.9,42.917841,95.64,82.38,7.19,8.8,13.27,14.2,67.3,70,268.8,140.5,282,126,138.2,121,13.8,9.8,11,9,575.1,25.2,0.136,5.66,4.86,6.63,7.74,8.47,11.25,9.33,9.09,9.97,8.1,7.89,6.66,6.51,12.61,17.53,19.82,18.88,15.11,9.26,50,50,0.76,1.96,38.9,1.9,11.3,484.9,423.9,13.2,8.8,24.3,72.1,59.8,41.1,24.2,16,17.5,21.5,32.2,22.9,353.5,6.3,59.6,46.08,33.65,23.48,7,8.1,60,60.2,55.7,50,83.1,0.13,1.82,1.37,2.1,3,52.68,70.23,49.44,64.86,18.18,57.49,24.33,0.29,78.59,479.5,780,506,0.518,0.56,7.3,30.2
138,4229500,HONEOYE CREEK AT HONEOYE FALLS NY,130.9566686,6591.5,0.228537674,70,13,1.27,42.762759,502.5,42.957285,91.14,85.83,7.58,8.6,13.22,14.1,69.3,71,274.2,132.2,282,126,132.5,131,12.5,9.5,13,9,594.6,24.2,0.142,5.03,4.51,6.16,7.73,8.36,10.2,8.77,8.64,9.91,8.13,7.65,6.13,6.66,12.85,18.01,20.49,19.53,15.61,9.7,62,58,0.95,1.44,49.8,1.8,11.62,250.8,350.7,11.8,8.5,23.7,65.6,50,32.9,19.1,12.3,12.8,17.3,24.9,19.7,298.6,8.5,56.7,46.23,35.37,26.83,7,8.1,83,68.5,62.5,39,31.5,0.15,1.26,1.32,3.72,2.74,53.16,74.62,55.59,69.29,22.77,56.72,20.51,0.31,72.62,378.8,696,350,0.378,0.322,8.4,314
139,4230380,OATKA CREEK AT WARSAW NY,55.85145301,4153,1.988617602,53,8,1.98,42.709888,107.1,42.744228,102.44,94.73,6.74,7.1,12.71,13.9,68,68,269.9,137,272,135,152.2,147,16.1,10.6,15,10,564.7,27.8,0.111,6.81,5.24,7.19,8.08,8.7,11.03,9.69,9.43,10.77,8.68,8.66,7.83,6.27,12.45,17.57,19.78,18.79,15.04,9.21,45,45,1.13,4.74,41.3,1.4,11.18,165.7,348.2,16.9,10.3,25.6,87.1,76.6,48.3,28.3,18.9,20.1,25.9,41.2,30.6,429.9,5.5,72.5,35.69,26.41,36.96,7,8.1,60,77.5,65.6,51,36,0.12,2.5,1.36,1.72,3.66,50.87,65.49,44.68,59.63,16.13,58.45,25.42,0.26,86.42,468.6,585,479,0.587,0.624,4.3,42.4
140,4230500,OATKA CREEK AT GARBUTT NY,220.1644837,7537.1,18.88310744,71,14,0.99,42.867368,524.7,43.010062,95.77,86.79,7.85,8.8,13.49,14.1,69.1,71,277.3,131.1,283,125,145.7,130,15.5,9.5,13,9,606.1,25.6,0.116,6.17,4.96,6.75,7.87,8.23,10.39,8.9,9.35,10.14,7.93,7.98,7.18,6.8,12.97,18.26,20.57,19.56,15.65,9.78,64,60,0.9,2.17,44,1.4,12.26,743.2,348.8,13.8,9.7,27.7,74.2,56.1,34.9,20,13.5,13.3,16.6,27.6,23,330.5,12.3,82.2,21.31,17.3,41.12,7,8.1,83,78.6,39,39,56.9,0.13,1.73,1.43,2.12,3.22,51.36,71.51,50.08,66.6,20.2,54.55,25.25,0.31,78.42,339,585,315,0.403,0.345,3.3,25.3
141,4231000,BLACK CREEK AT CHURCHVILLE NY,121.6444957,4353.2,1.314734205,72,13,0.81,43.061309,340.9,43.100617,90.3,87.84,8.76,8.8,13.91,13.9,70.2,71,283.4,126.4,284,127,134.9,129,13.9,8.9,13,9,641.9,24.5,0.12,5.57,4.63,6.33,7.65,8.01,9.73,8.14,8.91,9.83,7.43,7.3,6.76,7.27,13.5,18.86,21.33,20.35,16.35,10.44,60,56,0.68,1.73,45,1.7,13.13,2006.3,350,9.8,8.4,26.7,58.2,38.3,23.1,13.1,9.1,7.8,8.4,14.7,14.9,232.6,21.7,83.8,10.19,8.69,54.17,7,8.1,83,100,37.9,39,73.8,0.15,1.27,1.44,3.85,2.64,57.14,75.09,54.28,70.69,23.46,52.64,23.9,0.34,71.03,225.2,428,207,0.22,0.15,1.2,28.2
142,4231600,"GENESEE RIVER AT FORD STREET BRIDGE, ROCHESTER NY",2832.183522,41107.6,278.6265206,124,20,0.92,42.592236,6383.7,43.141722,94.04,86.04,7.51,8.7,13.39,13.9,68.2,72,272.2,136.7,286,122,137.6,145,13.8,9.6,16,9,589.1,25,0.131,5.61,4.8,6.54,7.71,8.32,10.78,9,9.02,9.89,7.95,7.79,6.65,6.68,12.81,17.85,20.19,19.24,15.41,9.53,98,60,0.81,1.76,41.8,1.8,11.68,698.6,400.2,12.6,8.8,24.8,69.2,55,36.9,21.6,14.3,15.2,18.6,28.4,21.3,326.7,14.4,65.1,38.78,28.71,41.96,7,8.1,83,51.5,46.7,50,57,0.13,1.76,1.38,2.32,2.97,53.19,71.52,50.61,66.38,19.27,56.39,24.34,0.3,76.5,416.6,780,432,0.419,0.443,6.2,15.3
143,4232034,"IRONDEQUOIT CR AT RAILROAD MILLS, NR FISHERS NY",40.18590722,1111.6,8.963105033,21,12,1.42,42.987006,100.1,43.027841,86.2,85.36,8.65,8.7,14.06,14.1,71,71,283.7,124.4,285,123,134.3,135,13.5,9.2,14,9,635.1,23.7,0.114,5.26,4.55,6.21,7.44,7.41,9.18,7.65,8.31,9.44,7.3,6.98,6.42,7.41,13.63,18.96,21.5,20.54,16.59,10.57,18,18,1.09,1.93,53.3,2,11.93,330.6,383.6,10.2,9,27.8,58.3,38.8,23.2,13.4,8.8,7,8.7,14.3,14.6,234.1,56.7,78.8,26.13,17.49,65.94,7,8.1,83,100,40.1,39,52.8,0.12,4.73,1.39,1.64,3.32,58.69,81.54,50.45,78.18,17.49,45.91,36.61,0.32,68.53,203.4,335,199,0.336,0.313,3.3,315.7
144,423205010,IRONDEQUOIT CR ABV BLOSSOM RD NR ROCHESTER NY,138.628276,4262.5,30.86974426,36,17,1.38,43.060511,379.7,43.145063,85.75,86.01,8.74,8.8,14,14.2,71.7,72,285.1,123.2,286,122,136.3,139,14,9,14,9,637.7,23.6,0.101,5.46,4.68,6.21,7.28,7.27,8.82,7.44,8.34,9.23,7.19,7.13,6.66,7.47,13.72,19.08,21.7,20.77,16.77,10.75,28,28,1.12,1.9,52.9,2.1,12.16,434.2,386.8,10.1,9.4,29,56.4,36.7,21.7,12.5,8.5,6.6,8,13.4,14.5,226.8,82.3,85.6,19.47,12.07,401.3,7,8.1,83,100,45.5,39,66,0.12,3.4,1.43,1.72,3.46,53.18,77.81,49.78,74.18,17.8,49.2,33,0.32,69.4,172,335,166,0.371,0.347,3.1,345.3
145,4232100,STERLING CREEK AT STERLING NY,66.51779222,1676.9,0.97908612,38,10,0.95,43.216835,111.4,43.325345,98.42,102.03,8.63,8.6,13.72,13.3,72.3,74,286.5,123.2,289,122,138.4,144,14.5,9,16,8,637.3,25.8,0.083,6.89,5.55,7.06,7.95,8.1,9.31,8.36,8.92,10.31,8.67,9.36,7.87,7.16,13.6,18.74,21.36,20.47,16.64,10.66,37,37,0.54,1.71,60.1,2,12.46,490.1,393.7,19.8,14.3,36.9,86.4,63.8,36.3,20.9,13.3,11.7,17.7,34,32.1,387.3,8.3,61.9,25.97,21.55,23.43,7,8.1,83,100,42.8,47,64.5,0.13,2.95,1.42,4.15,3.23,58.97,68.58,42.17,63.68,15.06,50.56,34.38,0.28,79.07,129.4,180,130,0.478,0.485,3.5,317.5
146,4232482,KEUKA LAKE OUTLET AT DRESDEN NY,187.6798282,4217.2,9.365436073,51,20,1.32,42.555187,532.5,42.680348,86.56,83.64,8.36,9.5,13.83,14.6,68.2,70,279.9,128.3,290,119,124.1,127,11.6,8.8,12,9,621.7,23.4,0.138,4.83,4.62,5.97,6.93,7.8,9.76,8.33,7.77,10.01,7.51,7.27,5.75,7.13,13.16,18.16,20.57,19.86,15.84,9.89,44,44,0.7,4.5,47.2,1.9,11.07,137.6,413.4,10.3,8.6,25.6,58.3,40.9,26.7,15.1,9.5,8.7,11.6,18.1,15.9,249.4,82.8,66.4,37.62,23.15,31.63,7,8.1,83,86,70.3,50,54.1,0.13,1.38,1.38,2.03,3.02,51.51,69.5,49.5,63.69,18.99,58.63,22.38,0.28,70.67,346.1,634,340,0.422,0.41,6.7,43.1
147,4233000,CAYUGA INLET NEAR ITHACA NY,40.33194095,6919.7,2.804941143,77,13,2.09,42.338996,91.9,42.393129,98.79,91.4,7.43,7.9,13.44,15.2,67.9,68,271.2,137.4,275,133,134.7,132,13,10,13,10,586.8,25.8,0.104,6.05,5.52,7.37,8.55,8.81,10.46,9.29,9.16,9.81,8.45,8.33,7.27,6.98,13.17,18.2,20.78,19.92,15.8,9.76,72,60,1,1.45,47.4,1.8,11.19,74.7,414.2,14.7,9.9,28.3,84.6,70.1,43.9,25.6,16.4,16.7,23.6,33.9,25.7,393.3,265,46,52.03,29.36,43.87,7,8.1,60,68.1,88.6,50,79.1,0.13,2.11,1.33,2.08,2.94,50.68,71.89,52.14,66.56,20.14,57.36,22.5,0.3,82.11,370.1,592,373,0.514,0.521,11.4,18.1
148,4233300,"SIXMILE CREEK AT BETHEL GROVE, NY",61.38854537,9420.3,2.966911458,21,12,1.48,42.399481,98.5,42.403129,100.87,96.06,7.18,7.4,12.61,13.6,70.6,70,274.6,133.3,273,134,138.4,138,13.4,10,14,10,582.7,25.8,0.13,5.69,5.46,7.01,8.31,8.79,11.17,9.77,9.18,10.95,8.94,8.77,6.78,6.4,12.69,17.72,20.32,19.44,15.4,9.3,14,14,0.87,1.77,46,2,11.24,96.3,414.4,15.8,10.2,26.6,84.3,72.6,46.1,27.2,17.3,18.6,26,40.4,29.3,414.6,270.9,41.2,59.67,30.56,30.9,7,8.1,60,100,77.3,50,73.1,0.13,2.32,1.34,2.08,3.12,48.45,66.91,46.81,60.71,18.13,58.56,23.31,0.26,83.07,426.5,609,436,0.516,0.541,9.8,219.3
149,4234000,FALL CREEK NEAR ITHACA NY,189.3481492,11126.1,9.136770318,92,20,0.93,42.544025,320.6,42.453406,101.85,92.3,7.39,7.9,12.78,13.9,70,69,278.2,131.3,273,134,141.6,138,14.3,10,14,10,589.2,25.6,0.114,5.97,5.59,7.27,8.42,8.9,11.02,9.62,8.95,11,8.94,8.88,7.32,6.34,12.63,17.66,20.24,19.34,15.34,9.26,84,60,0.97,1.61,49.3,2.4,11.97,170.9,415.9,17.1,11.1,28.1,85.6,75.8,48,27.7,17.2,18.4,26.1,41.2,30.2,426.4,162.6,66.2,32.77,22.05,43.72,7,8.1,60,85,45.6,50,86,0.12,3.07,1.35,1.89,3.36,49.93,65.63,44.74,59.71,17.12,57.16,25.72,0.26,84.25,413.5,616,411,0.453,0.446,5.8,191.6
150,4235250,FLINT CREEK AT PHELPS NY,92.55885074,3945.3,0.274112323,51,15,0.75,42.850754,260.6,42.957842,88.7,87.54,8.08,8.5,13.42,13.9,69.8,72,282.6,125.9,287,119,132,134,12.6,9.5,13,10,613.9,23.8,0.138,4.92,4.54,6.08,7.25,8.02,9.82,8.35,8.07,10.22,7.93,7.58,5.97,6.93,13.08,18.14,20.64,19.89,15.84,9.85,42,42,0.79,1.35,51.2,2,12.14,646.7,413.6,11.5,8.9,26.3,63.1,45.7,29.8,17.2,10.8,10.1,14.8,21.5,18.2,278,65,71.3,32.06,23.59,18.49,7,8.1,83,79.7,44,49,46.3,0.14,1.56,1.41,3.88,3.16,55.75,70.69,48.21,65.31,18.51,55.59,25.9,0.29,72.22,338.3,653,297,0.359,0.275,5.6,8.2
151,4239000,"ONONDAGA CR AT DORWIN AVE., SYRACUSE NY",131.5807919,3202,13.02657386,66,16,1.39,42.90489,245.6,42.983399,103.96,104.07,7.57,8.1,12.93,13.5,70.1,71,279.4,128.8,282,125,147.1,150,15.7,10,16,10,599.1,27.8,0.095,6.55,5.75,7.53,8.56,8.93,10.51,9.55,8.92,11.19,8.92,9.38,7.92,6.53,12.91,17.92,20.43,19.61,15.6,9.49,58,58,0.77,1.98,59.1,1.7,11.16,88,433.6,17.6,10.9,27.1,90.3,83.1,49.9,28.5,17.1,18,25.3,42,31.4,441.4,62.5,59.8,38.18,34.5,50.44,7,8.1,83,98,72.2,50,68.3,0.13,2.33,1.49,1.56,3.52,57.58,68.99,46.4,64.35,18.17,53.18,28.65,0.3,86.75,318.1,584,321,0.424,0.431,9.6,1.6
